PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,Dhi,Dni,Ebh,Ghi,RelativeHumidity,WindSpeed10m,Zenith
2021-01-19T10:00:00Z,2021-01-19T09:00:00Z,PT60M,11.5,-119,2.0,0,0,0,0,69.7,0.4,95
2021-01-19T11:00:00Z,2021-01-19T10:00:00Z,PT60M,14.8,-110,3.1,37,202,32,69,60.2,0.0,83
2021-01-19T12:00:00Z,2021-01-19T11:00:00Z,PT60M,19.5,-103,0.0,85,538,175,260,48.2,0.5,71
2021-01-19T13:00:00Z,2021-01-19T12:00:00Z,PT60M,22.3,-96,0.0,120,698,360,480,39.4,0.6,59
2021-01-19T14:00:00Z,2021-01-19T13:00:00Z,PT60M,24.8,-87,0.0,146,789,543,689,32.6,1.5,47
2021-01-19T15:00:00Z,2021-01-19T14:00:00Z,PT60M,26.8,-77,0.0,163,842,696,859,28.8,2.8,34
2021-01-19T16:00:00Z,2021-01-19T15:00:00Z,PT60M,28.3,-60,0.0,161,884,816,978,26.8,3.8,22
2021-01-19T17:00:00Z,2021-01-19T16:00:00Z,PT60M,29.5,-22,0.0,167,893,865,1033,25.1,4.3,14
2021-01-19T18:00:00Z,2021-01-19T17:00:00Z,PT60M,29.9,34,0.0,171,886,853,1024,25.1,4.2,16
2021-01-19T19:00:00Z,2021-01-19T18:00:00Z,PT60M,30.2,65,0.0,163,873,789,952,24.8,4.2,25
2021-01-19T20:00:00Z,2021-01-19T19:00:00Z,PT60M,30.2,80,0.0,160,824,657,817,25.0,4.7,37
2021-01-19T21:00:00Z,2021-01-19T20:00:00Z,PT60M,29.1,89,0.0,150,741,482,632,27.4,4.5,49
2021-01-19T22:00:00Z,2021-01-19T21:00:00Z,PT60M,27.6,97,0.7,132,588,279,411,30.4,4.4,62
2021-01-19T23:00:00Z,2021-01-19T22:00:00Z,PT60M,25.4,105,1.1,89,365,103,192,35.2,4.0,74
2021-01-20T00:00:00Z,2021-01-19T23:00:00Z,PT60M,21.3,112,18.5,24,61,9,32,46.5,3.2,86
2021-01-20T01:00:00Z,2021-01-20T00:00:00Z,PT60M,17.2,121,1.2,0,0,0,0,60.9,2.2,97
2021-01-20T02:00:00Z,2021-01-20T01:00:00Z,PT60M,15.1,130,0.0,0,0,0,0,68.9,1.1,108
2021-01-20T03:00:00Z,2021-01-20T02:00:00Z,PT60M,14.4,142,0.0,0,0,0,0,71.9,0.5,116
2021-01-20T04:00:00Z,2021-01-20T03:00:00Z,PT60M,14.3,157,0.0,0,0,0,0,71.5,0.1,123
2021-01-20T05:00:00Z,2021-01-20T04:00:00Z,PT60M,14.1,173,0.0,0,0,0,0,71.2,0.1,126
2021-01-20T06:00:00Z,2021-01-20T05:00:00Z,PT60M,13.6,-169,0.0,0,0,0,0,73.5,0.0,125
2021-01-20T07:00:00Z,2021-01-20T06:00:00Z,PT60M,13.1,-153,0.0,0,0,0,0,75.9,0.2,121
2021-01-20T08:00:00Z,2021-01-20T07:00:00Z,PT60M,12.9,-140,0.0,0,0,0,0,76.5,0.4,114
2021-01-20T09:00:00Z,2021-01-20T08:00:00Z,PT60M,12.7,-128,0.0,0,0,0,0,77.2,0.5,105
2021-01-20T10:00:00Z,2021-01-20T09:00:00Z,PT60M,12.3,-119,1.2,0,0,0,0,78.4,0.6,95
2021-01-20T11:00:00Z,2021-01-20T10:00:00Z,PT60M,14.7,-110,2.5,34,233,35,69,70.5,0.4,84
2021-01-20T12:00:00Z,2021-01-20T11:00:00Z,PT60M,18.0,-103,0.0,69,596,192,262,63.3,0.3,72
2021-01-20T13:00:00Z,2021-01-20T12:00:00Z,PT60M,20.0,-95,0.0,93,756,389,482,58.8,0.7,59
2021-01-20T14:00:00Z,2021-01-20T13:00:00Z,PT60M,22.2,-87,0.0,110,843,578,689,51.7,1.6,47
2021-01-20T15:00:00Z,2021-01-20T14:00:00Z,PT60M,24.3,-77,0.0,125,887,732,857,45.7,2.4,34
2021-01-20T16:00:00Z,2021-01-20T15:00:00Z,PT60M,26.3,-59,0.0,138,904,833,971,40.8,3.3,23
2021-01-20T17:00:00Z,2021-01-20T16:00:00Z,PT60M,27.8,-22,0.0,147,907,878,1025,37.4,4.0,14
2021-01-20T18:00:00Z,2021-01-20T17:00:00Z,PT60M,28.8,33,0.0,153,898,864,1017,35.6,3.9,16
2021-01-20T19:00:00Z,2021-01-20T18:00:00Z,PT60M,29.7,64,0.0,155,873,789,945,32.9,3.8,25
2021-01-20T20:00:00Z,2021-01-20T19:00:00Z,PT60M,29.9,79,0.0,150,830,662,812,31.2,4.2,37
2021-01-20T21:00:00Z,2021-01-20T20:00:00Z,PT60M,28.9,89,0.0,136,762,495,631,32.9,4.4,49
2021-01-20T22:00:00Z,2021-01-20T21:00:00Z,PT60M,27.0,97,1.7,124,606,288,412,36.8,4.2,62
2021-01-20T23:00:00Z,2021-01-20T22:00:00Z,PT60M,24.6,104,4.6,93,361,100,193,42.5,3.7,74
2021-01-21T00:00:00Z,2021-01-20T23:00:00Z,PT60M,20.9,112,18.4,23,93,13,35,53.1,3.8,86
2021-01-21T01:00:00Z,2021-01-21T00:00:00Z,PT60M,16.6,120,1.2,0,0,0,0,67.0,2.5,97
2021-01-21T02:00:00Z,2021-01-21T01:00:00Z,PT60M,14.7,130,0.0,0,0,0,0,73.5,0.9,108
2021-01-21T03:00:00Z,2021-01-21T02:00:00Z,PT60M,14.5,142,0.0,0,0,0,0,74.6,0.5,116
2021-01-21T04:00:00Z,2021-01-21T03:00:00Z,PT60M,14.1,157,0.0,0,0,0,0,75.7,0.8,123
2021-01-21T05:00:00Z,2021-01-21T04:00:00Z,PT60M,13.5,173,0.0,0,0,0,0,77.4,1.1,126
2021-01-21T06:00:00Z,2021-01-21T05:00:00Z,PT60M,13.0,-170,0.0,0,0,0,0,80.2,0.5,126
2021-01-21T07:00:00Z,2021-01-21T06:00:00Z,PT60M,13.0,-153,0.0,0,0,0,0,80.5,0.6,122
2021-01-21T08:00:00Z,2021-01-21T07:00:00Z,PT60M,13.3,-139,0.0,0,0,0,0,78.8,0.9,115
2021-01-21T09:00:00Z,2021-01-21T08:00:00Z,PT60M,13.3,-128,0.0,0,0,0,0,78.8,0.6,106
2021-01-21T10:00:00Z,2021-01-21T09:00:00Z,PT60M,12.8,-118,2.9,0,0,0,0,79.7,0.6,95
2021-01-21T11:00:00Z,2021-01-21T10:00:00Z,PT60M,15.1,-110,2.7,32,231,35,67,71.8,0.7,84
2021-01-21T12:00:00Z,2021-01-21T11:00:00Z,PT60M,18.6,-103,0.0,70,584,187,256,60.8,1.1,72
2021-01-21T13:00:00Z,2021-01-21T12:00:00Z,PT60M,20.7,-95,0.0,95,742,379,474,53.6,1.7,59
2021-01-21T14:00:00Z,2021-01-21T13:00:00Z,PT60M,22.9,-87,0.0,113,830,567,680,47.4,2.2,47
2021-01-21T15:00:00Z,2021-01-21T14:00:00Z,PT60M,24.9,-77,0.0,125,880,725,849,42.1,2.7,34
2021-01-21T16:00:00Z,2021-01-21T15:00:00Z,PT60M,26.8,-59,0.0,126,915,842,968,37.9,3.1,23
2021-01-21T17:00:00Z,2021-01-21T16:00:00Z,PT60M,28.4,-22,0.0,131,923,892,1024,34.8,3.7,15
2021-01-21T18:00:00Z,2021-01-21T17:00:00Z,PT60M,29.4,32,0.0,138,912,877,1016,33.0,4.2,16
2021-01-21T19:00:00Z,2021-01-21T18:00:00Z,PT60M,29.6,64,0.0,152,875,790,942,32.6,4.6,25
2021-01-21T20:00:00Z,2021-01-21T19:00:00Z,PT60M,29.1,79,0.7,158,812,648,806,33.8,4.6,37
2021-01-21T21:00:00Z,2021-01-21T20:00:00Z,PT60M,28.3,89,4.8,192,627,409,601,35.8,4.2,50
2021-01-21T22:00:00Z,2021-01-21T21:00:00Z,PT60M,27.0,97,9.3,180,423,201,381,38.6,4.1,62
2021-01-21T23:00:00Z,2021-01-21T22:00:00Z,PT60M,24.7,104,6.4,101,334,87,188,44.2,4.1,74
2021-01-22T00:00:00Z,2021-01-21T23:00:00Z,PT60M,19.2,112,18.2,22,99,13,36,60.4,2.7,86
2021-01-22T01:00:00Z,2021-01-22T00:00:00Z,PT60M,14.7,120,1.3,0,0,0,0,76.7,1.2,97
2021-01-22T02:00:00Z,2021-01-22T01:00:00Z,PT60M,14.0,130,0.0,0,0,0,0,78.2,0.8,108
2021-01-22T03:00:00Z,2021-01-22T02:00:00Z,PT60M,13.3,142,0.0,0,0,0,0,79.7,0.4,116
2021-01-22T04:00:00Z,2021-01-22T03:00:00Z,PT60M,13.0,156,0.0,0,0,0,0,79.8,0.2,123
2021-01-22T05:00:00Z,2021-01-22T04:00:00Z,PT60M,13.1,173,0.0,0,0,0,0,78.6,0.4,126
2021-01-22T06:00:00Z,2021-01-22T05:00:00Z,PT60M,13.2,-170,0.0,0,0,0,0,77.4,0.7,126
2021-01-22T07:00:00Z,2021-01-22T06:00:00Z,PT60M,13.0,-153,0.0,0,0,0,0,76.9,0.7,122
2021-01-22T08:00:00Z,2021-01-22T07:00:00Z,PT60M,12.7,-139,0.0,0,0,0,0,76.9,0.2,115
2021-01-22T09:00:00Z,2021-01-22T08:00:00Z,PT60M,12.3,-128,0.3,0,0,0,0,77.0,0.3,106
2021-01-22T10:00:00Z,2021-01-22T09:00:00Z,PT60M,13.3,-118,2.1,0,0,0,0,73.5,0.6,95
2021-01-22T11:00:00Z,2021-01-22T10:00:00Z,PT60M,15.6,-110,2.9,29,269,40,69,67.1,1.0,84
2021-01-22T12:00:00Z,2021-01-22T11:00:00Z,PT60M,17.9,-102,0.0,59,645,204,263,61.3,1.5,72
2021-01-22T13:00:00Z,2021-01-22T12:00:00Z,PT60M,20.0,-95,0.0,79,797,405,484,55.8,1.8,60
2021-01-22T14:00:00Z,2021-01-22T13:00:00Z,PT60M,22.0,-87,0.0,93,881,601,693,50.6,2.3,47
2021-01-22T15:00:00Z,2021-01-22T14:00:00Z,PT60M,24.1,-76,0.0,105,924,759,864,45.9,2.8,35
2021-01-22T16:00:00Z,2021-01-22T15:00:00Z,PT60M,25.5,-59,0.0,128,925,850,978,43.6,3.1,23
2021-01-22T17:00:00Z,2021-01-22T16:00:00Z,PT60M,26.3,-22,0.0,137,928,897,1034,43.1,3.0,15
2021-01-22T18:00:00Z,2021-01-22T17:00:00Z,PT60M,27.2,32,0.0,139,924,888,1027,42.5,3.0,16
2021-01-22T19:00:00Z,2021-01-22T18:00:00Z,PT60M,27.5,63,0.0,127,920,831,957,42.0,3.2,25
2021-01-22T20:00:00Z,2021-01-22T19:00:00Z,PT60M,27.4,79,0.0,123,881,701,824,41.5,3.4,37
2021-01-22T21:00:00Z,2021-01-22T20:00:00Z,PT60M,27.2,89,0.0,115,811,526,641,41.1,3.7,50
2021-01-22T22:00:00Z,2021-01-22T21:00:00Z,PT60M,25.4,96,0.0,98,698,328,426,45.2,3.4,62
2021-01-22T23:00:00Z,2021-01-22T22:00:00Z,PT60M,22.0,104,0.0,68,503,140,208,54.9,2.5,74
2021-01-23T00:00:00Z,2021-01-22T23:00:00Z,PT60M,19.6,111,18.0,22,106,14,36,63.8,2.3,86
2021-01-23T01:00:00Z,2021-01-23T00:00:00Z,PT60M,17.5,120,1.2,0,0,0,0,72.1,2.0,98
2021-01-23T02:00:00Z,2021-01-23T01:00:00Z,PT60M,15.7,130,0.0,0,0,0,0,78.1,1.1,108
2021-01-23T03:00:00Z,2021-01-23T02:00:00Z,PT60M,15.2,142,0.0,0,0,0,0,79.3,0.6,117
2021-01-23T04:00:00Z,2021-01-23T03:00:00Z,PT60M,14.8,156,0.0,0,0,0,0,80.2,0.5,123
2021-01-23T05:00:00Z,2021-01-23T04:00:00Z,PT60M,14.2,173,0.0,0,0,0,0,81.1,0.6,126
2021-01-23T06:00:00Z,2021-01-23T05:00:00Z,PT60M,13.8,-170,0.0,0,0,0,0,81.3,0.3,126
2021-01-23T07:00:00Z,2021-01-23T06:00:00Z,PT60M,13.7,-153,0.0,0,0,0,0,81.0,0.4,122
2021-01-23T08:00:00Z,2021-01-23T07:00:00Z,PT60M,13.5,-139,1.2,0,0,0,0,81.6,0.5,115
2021-01-23T09:00:00Z,2021-01-23T08:00:00Z,PT60M,13.0,-128,0.4,0,0,0,0,83.1,0.8,106
2021-01-23T10:00:00Z,2021-01-23T09:00:00Z,PT60M,12.6,-118,2.3,0,0,0,0,84.8,0.7,96
2021-01-23T11:00:00Z,2021-01-23T10:00:00Z,PT60M,14.7,-110,5.8,35,165,25,60,78.6,0.5,84
2021-01-23T12:00:00Z,2021-01-23T11:00:00Z,PT60M,18.2,-102,0.1,74,550,173,247,68.7,0.6,72
2021-01-23T13:00:00Z,2021-01-23T12:00:00Z,PT60M,20.6,-95,0.0,103,712,361,464,60.7,1.2,60
2021-01-23T14:00:00Z,2021-01-23T13:00:00Z,PT60M,22.9,-87,0.0,126,799,543,669,53.1,2.1,47
2021-01-23T15:00:00Z,2021-01-23T14:00:00Z,PT60M,24.9,-76,0.0,141,850,697,838,47.5,3.1,35
2021-01-23T16:00:00Z,2021-01-23T15:00:00Z,PT60M,26.5,-59,0.0,133,900,826,959,43.6,3.7,23
2021-01-23T17:00:00Z,2021-01-23T16:00:00Z,PT60M,27.8,-22,0.0,139,909,877,1016,40.2,3.9,15
2021-01-23T18:00:00Z,2021-01-23T17:00:00Z,PT60M,28.4,31,0.0,147,899,863,1010,40.0,4.4,16
2021-01-23T19:00:00Z,2021-01-23T18:00:00Z,PT60M,28.9,63,0.0,163,857,773,937,39.0,4.4,25
2021-01-23T20:00:00Z,2021-01-23T19:00:00Z,PT60M,29.3,78,0.0,159,812,646,805,36.5,4.2,37
2021-01-23T21:00:00Z,2021-01-23T20:00:00Z,PT60M,28.9,88,0.0,142,746,484,626,37.0,4.4,50
2021-01-23T22:00:00Z,2021-01-23T21:00:00Z,PT60M,27.5,96,0.0,112,646,304,416,40.0,4.5,62
2021-01-23T23:00:00Z,2021-01-23T22:00:00Z,PT60M,25.3,104,0.0,74,453,126,200,45.4,4.1,74
2021-01-24T00:00:00Z,2021-01-23T23:00:00Z,PT60M,21.3,111,18.3,22,88,12,34,56.4,3.0,86
2021-01-24T01:00:00Z,2021-01-24T00:00:00Z,PT60M,17.4,120,1.2,0,0,0,0,69.3,2.0,98
2021-01-24T02:00:00Z,2021-01-24T01:00:00Z,PT60M,15.5,130,0.0,0,0,0,0,76.0,1.2,108
2021-01-24T03:00:00Z,2021-01-24T02:00:00Z,PT60M,14.7,142,0.0,0,0,0,0,78.8,0.7,117
2021-01-24T04:00:00Z,2021-01-24T03:00:00Z,PT60M,14.4,156,0.0,0,0,0,0,79.4,0.6,123
2021-01-24T05:00:00Z,2021-01-24T04:00:00Z,PT60M,13.9,173,0.0,0,0,0,0,80.3,0.5,127
2021-01-24T06:00:00Z,2021-01-24T05:00:00Z,PT60M,13.6,-170,0.0,0,0,0,0,82.9,0.3,126
2021-01-24T07:00:00Z,2021-01-24T06:00:00Z,PT60M,13.4,-153,0.0,0,0,0,0,85.1,0.3,122
2021-01-24T08:00:00Z,2021-01-24T07:00:00Z,PT60M,13.2,-139,0.0,0,0,0,0,85.7,0.4,115
2021-01-24T09:00:00Z,2021-01-24T08:00:00Z,PT60M,12.9,-128,0.0,0,0,0,0,86.3,0.4,106
2021-01-24T10:00:00Z,2021-01-24T09:00:00Z,PT60M,12.7,-118,1.9,0,0,0,0,86.5,0.4,96
2021-01-24T11:00:00Z,2021-01-24T10:00:00Z,PT60M,15.1,-110,5.6,37,110,16,53,79.7,0.2,84
2021-01-24T12:00:00Z,2021-01-24T11:00:00Z,PT60M,18.8,-102,0.3,87,468,147,234,69.9,0.2,72
2021-01-24T13:00:00Z,2021-01-24T12:00:00Z,PT60M,21.4,-95,0.0,126,644,325,450,61.4,0.6,60
2021-01-24T14:00:00Z,2021-01-24T13:00:00Z,PT60M,23.7,-86,0.0,156,737,500,655,52.9,1.6,47
2021-01-24T15:00:00Z,2021-01-24T14:00:00Z,PT60M,25.9,-76,0.0,176,791,648,824,46.3,2.4,35
2021-01-24T16:00:00Z,2021-01-24T15:00:00Z,PT60M,27.8,-58,0.0,178,835,765,944,41.2,2.9,23
2021-01-24T17:00:00Z,2021-01-24T16:00:00Z,PT60M,29.4,-22,0.0,184,848,817,1001,37.1,3.5,15
2021-01-24T18:00:00Z,2021-01-24T17:00:00Z,PT60M,30.1,31,0.0,183,849,814,998,34.9,3.9,16
2021-01-24T19:00:00Z,2021-01-24T18:00:00Z,PT60M,30.3,62,0.0,170,845,762,932,33.4,4.2,25
2021-01-24T20:00:00Z,2021-01-24T19:00:00Z,PT60M,30.1,78,0.0,157,814,647,804,33.2,4.6,37
2021-01-24T21:00:00Z,2021-01-24T20:00:00Z,PT60M,29.2,88,0.0,138,755,489,627,35.3,4.7,50
2021-01-24T22:00:00Z,2021-01-24T21:00:00Z,PT60M,27.9,96,0.3,113,644,302,415,37.8,4.4,62
2021-01-24T23:00:00Z,2021-01-24T22:00:00Z,PT60M,26.0,103,0.3,74,462,127,201,41.4,4.0,75
2021-01-25T00:00:00Z,2021-01-24T23:00:00Z,PT60M,22.3,111,17.7,21,94,12,34,49.7,3.7,86
2021-01-25T01:00:00Z,2021-01-25T00:00:00Z,PT60M,18.2,119,1.3,0,0,0,0,61.2,2.8,98
2021-01-25T02:00:00Z,2021-01-25T01:00:00Z,PT60M,15.8,129,0.0,0,0,0,0,68.9,1.5,108
2021-01-25T03:00:00Z,2021-01-25T02:00:00Z,PT60M,14.8,141,0.0,0,0,0,0,71.7,0.8,117
2021-01-25T04:00:00Z,2021-01-25T03:00:00Z,PT60M,14.5,156,0.0,0,0,0,0,72.5,0.6,123
2021-01-25T05:00:00Z,2021-01-25T04:00:00Z,PT60M,14.1,173,0.0,0,0,0,0,73.5,0.5,127
2021-01-25T06:00:00Z,2021-01-25T05:00:00Z,PT60M,13.5,-170,0.0,0,0,0,0,74.4,0.5,127
2021-01-25T07:00:00Z,2021-01-25T06:00:00Z,PT60M,13.0,-153,0.0,0,0,0,0,74.9,0.5,123
2021-01-25T08:00:00Z,2021-01-25T07:00:00Z,PT60M,12.7,-139,0.0,0,0,0,0,75.6,0.5,116
2021-01-25T09:00:00Z,2021-01-25T08:00:00Z,PT60M,12.5,-127,0.0,0,0,0,0,76.0,0.3,106
2021-01-25T10:00:00Z,2021-01-25T09:00:00Z,PT60M,12.4,-118,2.9,0,0,0,0,75.7,0.1,96
2021-01-25T11:00:00Z,2021-01-25T10:00:00Z,PT60M,15.1,-110,2.7,31,182,26,57,67.1,0.5,84
2021-01-25T12:00:00Z,2021-01-25T11:00:00Z,PT60M,18.7,-102,0.0,77,536,166,243,54.8,0.7,72
2021-01-25T13:00:00Z,2021-01-25T12:00:00Z,PT60M,21.0,-94,0.0,107,716,359,466,46.8,1.0,60
2021-01-25T14:00:00Z,2021-01-25T13:00:00Z,PT60M,23.4,-86,0.0,126,815,551,677,41.1,1.2,47
2021-01-25T15:00:00Z,2021-01-25T14:00:00Z,PT60M,25.7,-75,0.0,139,871,711,851,36.5,1.9,35
2021-01-25T16:00:00Z,2021-01-25T15:00:00Z,PT60M,27.7,-58,0.0,142,906,829,970,33.0,3.0,24
2021-01-25T17:00:00Z,2021-01-25T16:00:00Z,PT60M,29.2,-22,0.0,145,915,882,1026,31.0,3.9,16
2021-01-25T18:00:00Z,2021-01-25T17:00:00Z,PT60M,29.5,30,0.0,143,914,876,1019,32.5,4.5,16
2021-01-25T19:00:00Z,2021-01-25T18:00:00Z,PT60M,29.6,62,0.0,134,907,817,950,33.3,4.3,26
2021-01-25T20:00:00Z,2021-01-25T19:00:00Z,PT60M,29.7,78,0.0,123,878,698,821,32.4,4.1,37
2021-01-25T21:00:00Z,2021-01-25T20:00:00Z,PT60M,28.9,88,0.0,109,824,532,642,34.2,4.5,50
2021-01-25T22:00:00Z,2021-01-25T21:00:00Z,PT60M,27.4,96,0.0,90,724,339,429,37.4,4.5,62
2021-01-25T23:00:00Z,2021-01-25T22:00:00Z,PT60M,25.2,103,0.0,62,541,148,210,41.9,4.0,75
2021-01-26T00:00:00Z,2021-01-25T23:00:00Z,PT60M,21.5,111,17.2,20,121,16,36,49.4,3.7,87
2021-01-26T01:00:00Z,2021-01-26T00:00:00Z,PT60M,17.5,119,1.1,0,0,0,0,59.5,2.9,98
2021-01-26T02:00:00Z,2021-01-26T01:00:00Z,PT60M,15.1,129,0.0,0,0,0,0,67.3,1.4,108
2021-01-26T03:00:00Z,2021-01-26T02:00:00Z,PT60M,14.0,141,0.0,0,0,0,0,71.3,0.9,117
2021-01-26T04:00:00Z,2021-01-26T03:00:00Z,PT60M,13.5,156,0.0,0,0,0,0,72.8,0.8,124
2021-01-26T05:00:00Z,2021-01-26T04:00:00Z,PT60M,13.1,173,0.0,0,0,0,0,73.3,0.7,127
2021-01-26T06:00:00Z,2021-01-26T05:00:00Z,PT60M,12.7,-170,0.0,0,0,0,0,75.1,0.8,127
2021-01-26T07:00:00Z,2021-01-26T06:00:00Z,PT60M,12.1,-153,0.0,0,0,0,0,77.2,0.8,123
2021-01-26T08:00:00Z,2021-01-26T07:00:00Z,PT60M,11.7,-139,0.0,0,0,0,0,78.0,0.5,116
2021-01-26T09:00:00Z,2021-01-26T08:00:00Z,PT60M,11.5,-127,0.0,0,0,0,0,77.9,0.1,107
2021-01-26T10:00:00Z,2021-01-26T09:00:00Z,PT60M,11.6,-118,1.5,0,0,0,0,77.6,0.4,96
2021-01-26T11:00:00Z,2021-01-26T10:00:00Z,PT60M,14.1,-109,3.2,27,221,31,59,69.4,0.6,85
2021-01-26T12:00:00Z,2021-01-26T11:00:00Z,PT60M,17.7,-102,0.0,66,593,181,247,57.4,0.4,73
2021-01-26T13:00:00Z,2021-01-26T12:00:00Z,PT60M,20.0,-94,0.0,93,750,374,467,49.5,0.7,60
2021-01-26T14:00:00Z,2021-01-26T13:00:00Z,PT60M,22.2,-86,0.0,111,839,565,676,43.3,1.7,48
2021-01-26T15:00:00Z,2021-01-26T14:00:00Z,PT60M,24.3,-75,0.4,130,878,715,845,38.2,2.8,35
2021-01-26T16:00:00Z,2021-01-26T15:00:00Z,PT60M,26.1,-58,0.0,134,912,833,966,34.2,3.4,24
2021-01-26T17:00:00Z,2021-01-26T16:00:00Z,PT60M,27.5,-22,0.0,138,921,886,1024,31.0,3.6,16
2021-01-26T18:00:00Z,2021-01-26T17:00:00Z,PT60M,28.4,30,0.0,137,920,881,1019,30.0,4.0,17
2021-01-26T19:00:00Z,2021-01-26T18:00:00Z,PT60M,28.8,61,0.0,122,923,831,952,29.3,3.9,26
2021-01-26T20:00:00Z,2021-01-26T19:00:00Z,PT60M,28.9,77,0.0,110,899,713,824,28.5,4.0,37
2021-01-26T21:00:00Z,2021-01-26T20:00:00Z,PT60M,28.0,87,0.0,97,846,546,643,29.5,4.5,50
2021-01-26T22:00:00Z,2021-01-26T21:00:00Z,PT60M,26.3,95,0.0,81,748,349,430,31.5,4.7,62
2021-01-26T23:00:00Z,2021-01-26T22:00:00Z,PT60M,24.1,103,1.2,61,544,148,209,34.3,4.0,75
2021-01-27T00:00:00Z,2021-01-26T23:00:00Z,PT60M,20.3,111,17.9,19,130,17,36,39.5,3.3,87
2021-01-27T01:00:00Z,2021-01-27T00:00:00Z,PT60M,15.8,119,1.1,0,0,0,0,47.9,2.6,98
2021-01-27T02:00:00Z,2021-01-27T01:00:00Z,PT60M,13.5,129,0.0,0,0,0,0,55.2,1.1,108
2021-01-27T03:00:00Z,2021-01-27T02:00:00Z,PT60M,12.6,141,0.0,0,0,0,0,58.5,1.0,117
2021-01-27T04:00:00Z,2021-01-27T03:00:00Z,PT60M,11.8,156,0.0,0,0,0,0,60.9,0.8,124
2021-01-27T05:00:00Z,2021-01-27T04:00:00Z,PT60M,11.1,173,0.0,0,0,0,0,62.4,0.6,127
2021-01-27T06:00:00Z,2021-01-27T05:00:00Z,PT60M,10.7,-170,0.0,0,0,0,0,64.3,0.3,127
2021-01-27T07:00:00Z,2021-01-27T06:00:00Z,PT60M,10.4,-153,0.0,0,0,0,0,66.3,0.1,123
2021-01-27T08:00:00Z,2021-01-27T07:00:00Z,PT60M,10.2,-139,0.0,0,0,0,0,66.1,0.2,116
2021-01-27T09:00:00Z,2021-01-27T08:00:00Z,PT60M,9.9,-127,0.0,0,0,0,0,66.0,0.2,107
2021-01-27T10:00:00Z,2021-01-27T09:00:00Z,PT60M,9.8,-118,1.8,0,0,0,0,66.0,0.4,96
2021-01-27T11:00:00Z,2021-01-27T10:00:00Z,PT60M,12.4,-109,2.7,24,261,36,60,57.5,0.3,85
2021-01-27T12:00:00Z,2021-01-27T11:00:00Z,PT60M,16.3,-102,0.0,56,646,195,251,44.7,0.2,73
2021-01-27T13:00:00Z,2021-01-27T12:00:00Z,PT60M,18.8,-94,0.0,75,805,399,474,36.7,0.6,60
2021-01-27T14:00:00Z,2021-01-27T13:00:00Z,PT60M,21.4,-86,0.0,89,889,597,686,31.8,1.6,48
2021-01-27T15:00:00Z,2021-01-27T14:00:00Z,PT60M,23.6,-75,0.0,99,934,760,859,28.0,2.5,35
2021-01-27T16:00:00Z,2021-01-27T15:00:00Z,PT60M,25.6,-57,0.0,104,960,876,980,25.2,2.7,24
2021-01-27T17:00:00Z,2021-01-27T16:00:00Z,PT60M,27.3,-22,0.0,106,971,933,1039,23.0,3.1,16
2021-01-27T18:00:00Z,2021-01-27T17:00:00Z,PT60M,28.4,29,0.0,103,975,932,1035,21.9,4.0,17
2021-01-27T19:00:00Z,2021-01-27T18:00:00Z,PT60M,28.9,61,0.0,99,965,867,967,20.8,4.3,26
2021-01-27T20:00:00Z,2021-01-27T19:00:00Z,PT60M,29.0,77,0.0,93,938,743,836,20.4,4.7,37
2021-01-27T21:00:00Z,2021-01-27T20:00:00Z,PT60M,28.1,87,0.0,82,889,573,654,22.0,5.0,50
2021-01-27T22:00:00Z,2021-01-27T21:00:00Z,PT60M,26.7,95,0.0,67,800,372,440,24.1,4.3,62
2021-01-27T23:00:00Z,2021-01-27T22:00:00Z,PT60M,25.1,103,0.0,48,633,170,218,26.5,3.4,75
2021-01-28T00:00:00Z,2021-01-27T23:00:00Z,PT60M,21.0,110,15.2,17,164,20,38,33.2,3.3,87
2021-01-28T01:00:00Z,2021-01-28T00:00:00Z,PT60M,16.3,119,1.0,0,0,0,0,44.6,2.4,98
2021-01-28T02:00:00Z,2021-01-28T01:00:00Z,PT60M,13.9,129,0.0,0,0,0,0,52.5,1.3,109
2021-01-28T03:00:00Z,2021-01-28T02:00:00Z,PT60M,12.9,141,0.0,0,0,0,0,55.3,1.1,117
2021-01-28T04:00:00Z,2021-01-28T03:00:00Z,PT60M,12.3,155,0.0,0,0,0,0,56.3,0.7,124
2021-01-28T05:00:00Z,2021-01-28T04:00:00Z,PT60M,12.1,172,0.0,0,0,0,0,56.2,0.4,128
2021-01-28T06:00:00Z,2021-01-28T05:00:00Z,PT60M,12.1,-170,0.0,0,0,0,0,55.4,0.3,127
2021-01-28T07:00:00Z,2021-01-28T06:00:00Z,PT60M,11.8,-153,0.1,0,0,0,0,56.0,0.1,123
2021-01-28T08:00:00Z,2021-01-28T07:00:00Z,PT60M,11.3,-139,2.0,0,0,0,0,57.6,0.3,116
2021-01-28T09:00:00Z,2021-01-28T08:00:00Z,PT60M,10.7,-127,0.0,0,0,0,0,58.6,0.5,107
2021-01-28T10:00:00Z,2021-01-28T09:00:00Z,PT60M,10.4,-117,1.0,0,0,0,0,58.1,0.4,96
2021-01-28T11:00:00Z,2021-01-28T10:00:00Z,PT60M,13.1,-109,2.2,21,293,39,60,50.7,0.2,85
